pid,system_name,label,start_event,end_event,start_time,end_time,delta_sec
P1,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 12:07:04,2025-08-25 12:07:14,10.0
P1,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 12:07:26,2025-08-25 12:07:35,9.0
P1,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 12:09:29,2025-08-25 12:09:38,9.0
P1,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 12:09:46,2025-08-25 12:09:53,7.0
P1,Baseline,Edit-Baseline,baselineboard.node.add.instance,baselineboard.node.edit,2025-08-25 11:31:01,2025-08-25 11:31:32,31.0
P1,Baseline,Edit-Baseline,baselineboard.node.add.instance,baselineboard.node.edit,2025-08-25 11:32:24,2025-08-25 11:32:50,26.0
P1,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 11:32:50,2025-08-25 11:35:29,159.0
P1,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 11:35:29,2025-08-25 11:36:03,34.0
P1,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 11:36:03,2025-08-25 11:36:41,38.0
P1,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 11:36:41,2025-08-25 11:37:11,30.0
P1,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 11:37:11,2025-08-25 11:38:00,49.0
P1,Baseline,Edit-Baseline,layout_board.new_box_initiated,baselineboard.node.edit,2025-08-25 11:39:09,2025-08-25 11:39:17,8.0
P1,Baseline,Edit-Baseline,layout_board.new_box_initiated,baselineboard.node.edit,2025-08-25 11:39:26,2025-08-25 11:39:50,24.0
P2,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 01:17:12,2025-08-25 01:17:29,17.0
P2,OOPT,Init-OOPT,class_detail_opened,instance.create_from_class.started,2025-08-25 01:18:18,2025-08-25 01:18:58,40.0
P2,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 01:19:12,2025-08-25 01:19:22,10.0
P2,OOPT,Init-OOPT,class_detail_opened,api.generate_scene_graph_to_text.started,2025-08-25 01:19:39,2025-08-25 01:20:04,25.0
P2,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 01:20:40,2025-08-25 01:20:52,12.0
P2,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 01:21:27,2025-08-25 01:21:30,3.0
P2,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 01:22:18,2025-08-25 01:22:24,6.0
P2,OOPT,Init-OOPT,class_detail_opened,instance.create_from_class.started,2025-08-25 01:22:48,2025-08-25 01:23:06,18.0
P2,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 01:23:21,2025-08-25 01:23:31,10.0
P2,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 01:23:39,2025-08-25 01:23:42,3.0
P2,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 01:24:11,2025-08-25 01:24:14,3.0
P2,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 01:24:21,2025-08-25 01:24:25,4.0
P2,OOPT,Init-OOPT,class_detail_opened,api.generate_scene_graph_to_text.started,2025-08-25 01:25:54,2025-08-25 01:26:07,13.0
P2,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 01:26:47,2025-08-25 01:26:53,6.0
P2,OOPT,Init-OOPT,class_detail_opened,api.generate_scene_graph_to_text.started,2025-08-25 01:28:01,2025-08-25 01:28:13,12.0
P2,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 01:30:56,2025-08-25 01:31:02,6.0
P2,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 01:31:22,2025-08-25 01:31:29,7.0
P2,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 01:38:14,2025-08-25 01:38:32,18.0
P2,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 01:38:54,2025-08-25 01:39:14,20.0
P2,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 01:39:31,2025-08-25 01:39:43,12.0
P2,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 01:39:52,2025-08-25 01:40:29,37.0
P2,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 01:40:39,2025-08-25 01:41:06,27.0
P2,Baseline,Edit-Baseline,baselineboard.node.add.instance,baselineboard.node.edit,2025-08-25 01:41:06,2025-08-25 01:43:13,127.0
P2,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 01:43:13,2025-08-25 01:43:35,22.0
P2,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 01:43:35,2025-08-25 01:43:44,9.0
P2,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 01:43:44,2025-08-25 01:43:49,5.0
P2,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 01:43:49,2025-08-25 01:43:54,5.0
P2,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 01:43:54,2025-08-25 01:45:25,91.0
P2,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 01:45:25,2025-08-25 01:45:36,11.0
P2,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 01:45:36,2025-08-25 01:45:50,14.0
P2,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 01:45:50,2025-08-25 01:46:16,26.0
P3,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 03:46:39,2025-08-25 03:46:45,6.0
P3,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 03:47:02,2025-08-25 03:47:06,4.0
P3,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 03:47:09,2025-08-25 03:47:15,6.0
P3,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 03:48:26,2025-08-25 03:48:58,32.0
P3,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 04:08:42,2025-08-25 04:08:45,3.0
P3,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 04:08:57,2025-08-25 04:08:59,2.0
P3,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 04:09:18,2025-08-25 04:09:22,4.0
P3,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 04:09:47,2025-08-25 04:09:48,1.0
P3,OOPT,Init-OOPT,class_detail_opened,api.generate_scene_graph_to_text.started,2025-08-25 04:10:17,2025-08-25 04:10:27,10.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 04:10:51,2025-08-25 04:11:55,64.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 04:12:06,2025-08-25 04:12:26,20.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 04:12:38,2025-08-25 04:12:47,9.0
P3,OOPT,Init-OOPT,class_detail_opened,api.generate_scene_graph_to_text.started,2025-08-25 04:13:02,2025-08-25 04:13:16,14.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 04:13:25,2025-08-25 04:15:23,118.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 04:17:34,2025-08-25 04:18:31,57.0
P3,OOPT,Init-OOPT,class_detail_opened,instance.create_from_class.started,2025-08-25 04:19:07,2025-08-25 04:19:11,4.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 04:19:19,2025-08-25 04:20:34,75.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 04:20:45,2025-08-25 04:20:59,14.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 04:23:28,2025-08-25 04:23:40,12.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 04:24:20,2025-08-25 04:24:24,4.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 04:24:30,2025-08-25 04:24:45,15.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 04:24:56,2025-08-25 04:25:19,23.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 04:25:50,2025-08-25 04:26:04,14.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 04:26:28,2025-08-25 04:26:30,2.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 04:26:46,2025-08-25 04:26:53,7.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 04:27:10,2025-08-25 04:27:17,7.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 04:27:21,2025-08-25 04:27:57,36.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 04:31:38,2025-08-25 04:31:41,3.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 04:31:51,2025-08-25 04:31:55,4.0
P3,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 04:32:48,2025-08-25 04:33:04,16.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 04:33:14,2025-08-25 04:34:31,77.0
P3,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 04:35:02,2025-08-25 04:35:14,12.0
P3,Baseline,Edit-Baseline,baselineboard.node.add.instance,baselineboard.node.edit,2025-08-25 03:46:45,2025-08-25 03:46:51,6.0
P3,Baseline,Edit-Baseline,baselineboard.node.add.instance,baselineboard.node.edit,2025-08-25 03:48:58,2025-08-25 03:49:32,34.0
P3,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 03:49:32,2025-08-25 03:50:34,62.0
P3,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 03:50:34,2025-08-25 03:51:17,43.0
P3,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 03:51:17,2025-08-25 03:52:14,57.0
P3,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 03:52:14,2025-08-25 03:54:14,120.0
P3,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 03:54:14,2025-08-25 03:55:19,65.0
P3,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 03:55:19,2025-08-25 03:55:52,33.0
P3,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 03:55:52,2025-08-25 03:57:37,105.0
P3,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 03:57:37,2025-08-25 03:58:16,39.0
P3,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 03:58:16,2025-08-25 03:59:03,47.0
P3,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 03:59:03,2025-08-25 03:59:26,23.0
P3,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 03:59:26,2025-08-25 03:59:50,24.0
P3,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 03:59:50,2025-08-25 04:01:42,112.0
P3,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 04:01:42,2025-08-25 04:02:06,24.0
P3,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 04:02:06,2025-08-25 04:02:49,43.0
P3,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 04:02:49,2025-08-25 04:03:29,40.0
P3,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 04:03:29,2025-08-25 04:04:08,39.0
P4,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 13:40:14,2025-08-25 13:41:37,83.0
P4,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 13:41:42,2025-08-25 13:42:29,47.0
P4,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 13:44:29,2025-08-25 13:45:25,56.0
P4,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 13:45:30,2025-08-25 13:46:31,61.0
P4,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 13:46:33,2025-08-25 13:46:48,15.0
P4,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 14:03:52,2025-08-25 14:07:35,223.0
P4,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 14:07:48,2025-08-25 14:10:18,150.0
P4,OOPT,Init-OOPT,class_detail_opened,api.generate_scene_graph_to_text.started,2025-08-25 14:11:31,2025-08-25 14:15:06,215.0
P4,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:16:23,2025-08-25 14:16:48,25.0
P4,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:17:28,2025-08-25 14:17:33,5.0
P4,OOPT,Init-OOPT,class_detail_opened,api.generate_scene_graph_to_text.started,2025-08-25 14:18:03,2025-08-25 14:20:27,144.0
P4,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:21:15,2025-08-25 14:22:18,63.0
P4,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:22:54,2025-08-25 14:23:42,48.0
P4,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:24:04,2025-08-25 14:24:38,34.0
P4,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:25:49,2025-08-25 14:26:22,33.0
P4,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:26:50,2025-08-25 14:27:13,23.0
P4,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:32:53,2025-08-25 14:33:50,57.0
P4,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:34:53,2025-08-25 14:35:11,18.0
P4,Baseline,Edit-Baseline,baselineboard.node.add.instance,baselineboard.node.edit,2025-08-25 13:46:48,2025-08-25 13:47:12,24.0
P4,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 13:47:12,2025-08-25 13:54:42,450.0
P4,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 13:54:42,2025-08-25 13:55:52,70.0
P4,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 13:55:52,2025-08-25 13:56:14,22.0
P4,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 13:56:14,2025-08-25 13:56:32,18.0
P4,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 13:56:32,2025-08-25 13:56:44,12.0
P4,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 13:56:44,2025-08-25 13:59:27,163.0
P5,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 07:08:40,2025-08-25 07:10:25,105.0
P5,OOPT,Init-OOPT,class_detail_opened,api.generate_scene_graph_to_text.started,2025-08-25 07:11:43,2025-08-25 07:12:15,32.0
P5,OOPT,Init-OOPT,class_detail_opened,api.generate_scene_graph_to_text.started,2025-08-25 07:16:01,2025-08-25 07:17:50,109.0
P5,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 07:18:33,2025-08-25 07:20:16,103.0
P5,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 07:21:30,2025-08-25 07:22:01,31.0
P5,OOPT,Init-OOPT,class_detail_opened,api.generate_scene_graph_to_text.started,2025-08-25 07:23:07,2025-08-25 07:24:35,88.0
P5,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 07:25:08,2025-08-25 07:26:31,83.0
P5,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 07:26:38,2025-08-25 07:27:04,26.0
P5,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 07:28:00,2025-08-25 07:28:17,17.0
P5,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 07:28:36,2025-08-25 07:28:51,15.0
P5,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 07:28:54,2025-08-25 07:29:28,34.0
P5,OOPT,Init-OOPT,class_detail_opened,instance.create_from_class.started,2025-08-25 07:30:44,2025-08-25 07:31:50,66.0
P5,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 07:32:09,2025-08-25 07:32:25,16.0
P5,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 07:33:18,2025-08-25 07:33:29,11.0
P5,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 07:34:30,2025-08-25 07:34:37,7.0
P5,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 07:35:33,2025-08-25 07:35:42,9.0
P5,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 07:35:52,2025-08-25 07:35:58,6.0
P5,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 07:36:30,2025-08-25 07:36:37,7.0
P5,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 07:38:10,2025-08-25 07:38:21,11.0
P5,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 07:40:38,2025-08-25 07:42:47,129.0
P5,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 07:44:26,2025-08-25 07:45:41,75.0
P5,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 07:47:23,2025-08-25 07:50:39,196.0
P5,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 07:51:01,2025-08-25 07:51:47,46.0
P5,Baseline,Edit-Baseline,baselineboard.node.add.instance,baselineboard.node.edit,2025-08-25 07:51:47,2025-08-25 07:52:04,17.0
P5,Baseline,Edit-Baseline,layout_board.new_box_initiated,baselineboard.node.edit,2025-08-25 07:52:13,2025-08-25 07:52:35,22.0
P5,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 07:52:35,2025-08-25 07:54:38,123.0
P6,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 05:31:30,2025-08-25 05:31:38,8.0
P6,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 05:31:49,2025-08-25 05:32:11,22.0
P6,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 05:32:23,2025-08-25 05:32:47,24.0
P6,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 05:32:58,2025-08-25 05:33:32,34.0
P6,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 05:33:51,2025-08-25 05:33:58,7.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 05:34:25,2025-08-25 05:34:46,21.0
P6,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 05:35:09,2025-08-25 05:35:12,3.0
P6,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 05:35:41,2025-08-25 05:35:44,3.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 05:38:16,2025-08-25 05:38:24,8.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 05:38:29,2025-08-25 05:38:33,4.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 05:38:37,2025-08-25 05:38:44,7.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 05:38:51,2025-08-25 05:39:03,12.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 05:40:09,2025-08-25 05:40:26,17.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 05:40:34,2025-08-25 05:40:42,8.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 05:40:54,2025-08-25 05:41:03,9.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 05:43:27,2025-08-25 05:43:35,8.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 05:43:40,2025-08-25 05:43:50,10.0
P6,OOPT,Init-OOPT,class_detail_opened,instance.create_from_class.started,2025-08-25 05:47:03,2025-08-25 05:47:49,46.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 05:48:12,2025-08-25 05:48:17,5.0
P6,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 05:49:18,2025-08-25 05:49:23,5.0
P6,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 05:51:34,2025-08-25 05:52:24,50.0
P6,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 05:52:35,2025-08-25 05:53:28,53.0
P6,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 05:53:50,2025-08-25 05:54:20,30.0
P6,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 05:54:30,2025-08-25 05:55:06,36.0
P6,Baseline,Edit-Baseline,baselineboard.node.add.instance,baselineboard.node.edit,2025-08-25 05:53:28,2025-08-25 05:53:47,19.0
P6,Baseline,Edit-Baseline,layout_board.new_box_initiated,baselineboard.node.edit,2025-08-25 05:56:04,2025-08-25 05:56:57,53.0
P7,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 10:45:47,2025-08-25 10:47:53,126.0
P7,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 10:48:26,2025-08-25 10:50:17,111.0
P7,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 10:50:41,2025-08-25 10:52:06,85.0
P7,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 10:52:17,2025-08-25 10:53:37,80.0
P7,Baseline,Init-Baseline,layout_board.new_box_initiated,baselineboard.node.add.instance,2025-08-25 10:54:10,2025-08-25 10:54:59,49.0
P7,OOPT,Init-OOPT,layout_board.new_box_positioned,api.generate_text_to_graph.started,2025-08-25 11:08:24,2025-08-25 11:09:52,88.0
P7,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 11:10:35,2025-08-25 11:12:26,111.0
P7,OOPT,Init-OOPT,class_detail_opened,instance.create_from_class.started,2025-08-25 11:12:35,2025-08-25 11:14:18,103.0
