id_group,event,timestamp,is_layout,is_start,is_end,duration,event_count,seq_idx,scene_slot,scene_label
1,api.generate_image.succeeded,2000-01-01 09:22:08,False,False,False,0.0,1,178,6,P1-scene6
1,layout.start,2000-01-01 09:22:21,True,True,False,3.0,2,179,6,P1-scene6
1,instance.updated.text,2000-01-01 09:22:39,False,False,False,0.0,1,181,6,P1-scene6
1,api.generate_image.succeeded,2000-01-01 09:23:07,False,False,False,0.0,1,182,6,P1-scene6
1,scene_saved,2000-01-01 09:23:16,False,False,False,0.0,1,183,6,P1-scene6
2,instance.created_from_text,2000-01-01 01:35:15,False,False,False,0.0,1,0,1,P2-scene1
2,api.generate_image.succeeded,2000-01-01 01:36:48,False,False,False,0.0,1,1,1,P2-scene1
2,layout.start,2000-01-01 01:36:56,True,True,False,20.0,5,2,1,P2-scene1
2,instance.created_from_text,2000-01-01 01:37:18,False,False,False,0.0,1,3,1,P2-scene1
2,instance.created_from_text,2000-01-01 01:38:16,False,False,False,0.0,1,4,1,P2-scene1
2,instance.updated.graph,2000-01-01 01:40:32,False,False,False,0.0,1,5,1,P2-scene1
2,layout.start,2000-01-01 01:40:38,True,True,False,8.0,3,6,1,P2-scene1
2,layout.start,2000-01-01 01:40:50,True,True,False,8.0,4,7,1,P2-scene1
2,api.generate_image.succeeded,2000-01-01 01:40:58,False,False,False,0.0,1,8,1,P2-scene1
2,instance.updated.graph,2000-01-01 01:43:27,False,False,False,0.0,1,9,1,P2-scene1
2,instance.updated.text,2000-01-01 01:45:17,False,False,False,0.0,1,10,1,P2-scene1
2,instance.updated.graph,2000-01-01 01:45:26,False,False,False,0.0,1,11,1,P2-scene1
2,instance.created_from_text,2000-01-01 01:45:39,False,False,False,0.0,1,12,1,P2-scene1
2,api.generate_image.succeeded,2000-01-01 01:46:42,False,False,False,0.0,1,17,1,P2-scene1
2,scene_saved,2000-01-01 01:46:54,False,False,False,0.0,1,18,1,P2-scene1
2,instance.deleted,2000-01-01 01:47:11,False,False,False,0.0,1,19,2,P2-scene2
2,instance.deleted,2000-01-01 01:47:29,False,False,False,0.0,1,20,2,P2-scene2
2,object_node.extract.confirmed,2000-01-01 01:49:02,False,False,False,0.0,1,21,2,P2-scene2
2,layout.start,2000-01-01 01:49:05,True,True,False,4.0,3,22,2,P2-scene2
2,instance.updated.text,2000-01-01 01:50:28,False,False,False,0.0,1,23,2,P2-scene2
2,instance.updated.graph,2000-01-01 01:50:46,False,False,False,0.0,1,24,2,P2-scene2
2,relationship_node.deleted,2000-01-01 01:50:55,False,False,False,0.0,1,25,2,P2-scene2
2,api.generate_image.succeeded,2000-01-01 01:51:13,False,False,False,0.0,1,26,2,P2-scene2
2,instance.updated.graph,2000-01-01 01:52:02,False,False,False,0.0,1,27,2,P2-scene2
2,relationship_node.deleted,2000-01-01 01:52:08,False,False,False,0.0,1,28,2,P2-scene2
2,api.generate_image.succeeded,2000-01-01 01:52:30,False,False,False,0.0,1,29,2,P2-scene2
2,layout.start,2000-01-01 01:52:40,True,True,False,2.0,2,30,2,P2-scene2
2,layout.start,2000-01-01 01:52:54,True,True,False,2.0,2,31,2,P2-scene2
2,scene_saved,2000-01-01 01:53:13,False,False,False,0.0,1,32,2,P2-scene2
2,instance.deleted,2000-01-01 01:53:23,False,False,False,0.0,1,33,3,P2-scene3
2,class.created,2000-01-01 01:53:30,False,False,False,0.0,1,34,3,P2-scene3
2,instance.created_from_class,2000-01-01 01:54:08,False,False,False,0.0,1,35,3,P2-scene3
2,instance.created_from_class,2000-01-01 01:54:21,False,False,False,0.0,1,36,3,P2-scene3
2,layout.start,2000-01-01 01:54:39,True,True,False,2.0,3,38,3,P2-scene3
2,layout.start,2000-01-01 01:54:45,True,True,False,2.0,3,41,3,P2-scene3
2,layout.start,2000-01-01 01:54:50,True,True,False,2.0,2,43,3,P2-scene3
2,layout.start,2000-01-01 01:54:59,True,True,False,1.0,2,46,3,P2-scene3
2,api.generate_image.succeeded,2000-01-01 01:55:34,False,False,False,0.0,1,48,3,P2-scene3
2,instance.updated.graph,2000-01-01 01:56:26,False,False,False,0.0,1,49,3,P2-scene3
2,instance.updated.graph,2000-01-01 01:56:32,False,False,False,0.0,1,50,3,P2-scene3
2,instance.updated.graph,2000-01-01 01:56:37,False,False,False,0.0,1,51,3,P2-scene3
2,api.generate_image.succeeded,2000-01-01 01:57:03,False,False,False,0.0,1,52,3,P2-scene3
2,scene_saved,2000-01-01 01:57:09,False,False,False,0.0,1,53,3,P2-scene3
2,class.updated,2000-01-01 01:58:52,False,False,False,0.0,1,54,4,P2-scene4
2,class.updated,2000-01-01 01:59:08,False,False,False,0.0,1,55,4,P2-scene4
2,instance.updated.graph,2000-01-01 02:00:14,False,False,False,0.0,1,56,4,P2-scene4
2,instance.updated.graph,2000-01-01 02:00:35,False,False,False,0.0,1,57,4,P2-scene4
2,class.updated,2000-01-01 02:00:55,False,False,False,0.0,1,58,4,P2-scene4
2,api.generate_image.succeeded,2000-01-01 02:01:34,False,False,False,0.0,1,59,4,P2-scene4
2,instance.updated.graph,2000-01-01 02:02:27,False,False,False,0.0,1,60,4,P2-scene4
2,instance.updated.text,2000-01-01 02:04:54,False,False,False,0.0,1,61,4,P2-scene4
2,instance.updated.text,2000-01-01 02:05:13,False,False,False,0.0,1,62,4,P2-scene4
2,instance.updated.text,2000-01-01 02:05:32,False,False,False,0.0,1,63,4,P2-scene4
2,api.generate_image.succeeded,2000-01-01 02:05:59,False,False,False,0.0,1,64,4,P2-scene4
2,scene_saved,2000-01-01 02:06:08,False,False,False,0.0,1,65,4,P2-scene4
2,instance.updated.text,2000-01-01 02:07:29,False,False,False,0.0,1,66,5,P2-scene5
2,instance.updated.text,2000-01-01 02:08:21,False,False,False,0.0,1,67,5,P2-scene5
2,instance.updated.graph,2000-01-01 02:09:13,False,False,False,0.0,1,68,5,P2-scene5
2,instance.updated.text,2000-01-01 02:10:26,False,False,False,0.0,1,69,5,P2-scene5
2,instance.created_from_text,2000-01-01 02:10:35,False,False,False,0.0,1,70,5,P2-scene5
2,layout.start,2000-01-01 02:11:08,True,True,False,1.0,2,73,5,P2-scene5
2,layout.start,2000-01-01 02:11:15,True,True,False,2.0,2,77,5,P2-scene5
2,layout.start,2000-01-01 02:11:19,True,True,False,2.0,2,78,5,P2-scene5
2,api.generate_image.succeeded,2000-01-01 02:11:55,False,False,False,0.0,1,83,5,P2-scene5
2,layout.start,2000-01-01 02:12:43,True,True,False,49.0,2,84,5,P2-scene5
2,layout.start,2000-01-01 02:14:17,True,True,False,1.0,2,85,5,P2-scene5
2,instance.updated.text,2000-01-01 02:15:12,False,False,False,0.0,1,89,5,P2-scene5
2,instance.updated.text,2000-01-01 02:15:25,False,False,False,0.0,1,90,5,P2-scene5
2,instance.updated.text,2000-01-01 02:15:51,False,False,False,0.0,1,91,5,P2-scene5
2,instance.updated.text,2000-01-01 02:16:14,False,False,False,0.0,1,92,5,P2-scene5
2,api.generate_image.succeeded,2000-01-01 02:16:44,False,False,False,0.0,1,93,5,P2-scene5
2,instance.updated.text,2000-01-01 02:17:42,False,False,False,0.0,1,94,5,P2-scene5
2,api.generate_image.succeeded,2000-01-01 02:18:21,False,False,False,0.0,1,95,5,P2-scene5
2,layout.start,2000-01-01 02:18:44,True,True,False,7.0,2,96,5,P2-scene5
2,api.generate_image.succeeded,2000-01-01 02:19:25,False,False,False,0.0,1,99,5,P2-scene5
2,scene_saved,2000-01-01 02:19:42,False,False,False,0.0,1,100,5,P2-scene5
3,scene_saved,2000-01-01 06:17:09,False,False,False,0.0,1,0,1,P3-scene1
3,scene_saved,2000-01-01 06:17:16,False,False,False,0.0,1,1,1,P3-scene1
3,instance.created_from_text,2000-01-01 06:18:25,False,False,False,0.0,1,2,1,P3-scene1
3,layout.start,2000-01-01 06:19:04,True,True,False,21.0,2,3,1,P3-scene1
3,instance.created_from_text,2000-01-01 06:19:28,False,False,False,0.0,1,4,1,P3-scene1
3,layout.start,2000-01-01 06:19:53,True,True,False,6.0,3,5,1,P3-scene1
3,class.created,2000-01-01 06:20:09,False,False,False,0.0,1,6,1,P3-scene1
3,class.updated,2000-01-01 06:20:21,False,False,False,0.0,1,7,1,P3-scene1
3,instance.created_from_class,2000-01-01 06:20:39,False,False,False,0.0,1,8,1,P3-scene1
3,class.updated,2000-01-01 06:21:58,False,False,False,0.0,1,11,1,P3-scene1
3,instance.updated.text,2000-01-01 06:22:34,False,False,False,0.0,1,12,1,P3-scene1
3,api.generate_image.succeeded,2000-01-01 06:23:07,False,False,False,0.0,1,13,1,P3-scene1
3,layout.start,2000-01-01 06:23:20,True,True,False,9.0,4,14,1,P3-scene1
3,instance.updated.graph,2000-01-01 06:24:42,False,False,False,0.0,1,18,1,P3-scene1
3,api.generate_image.succeeded,2000-01-01 06:25:11,False,False,False,0.0,1,21,1,P3-scene1
3,instance.created_from_detection,2000-01-01 06:25:39,False,False,False,0.0,1,22,1,P3-scene1
3,instance.deleted,2000-01-01 06:25:56,False,False,False,0.0,1,23,1,P3-scene1
3,layout.start,2000-01-01 06:26:07,True,True,False,3.0,2,24,1,P3-scene1
3,scene_saved,2000-01-01 06:26:11,False,False,False,0.0,1,25,1,P3-scene1
3,scene_saved,2000-01-01 06:26:12,False,False,False,0.0,1,26,1,P3-scene1
3,scene_saved,2000-01-01 06:26:13,False,False,False,0.0,1,27,1,P3-scene1
3,instance.updated.graph,2000-01-01 06:27:17,False,False,False,0.0,1,28,2,P3-scene2
3,instance.updated.graph,2000-01-01 06:28:27,False,False,False,0.0,1,29,2,P3-scene2
3,instance.updated.graph,2000-01-01 06:29:00,False,False,False,0.0,1,30,2,P3-scene2
3,instance.created_from_text,2000-01-01 06:29:06,False,False,False,0.0,1,31,2,P3-scene2
3,layout.start,2000-01-01 06:29:18,True,True,False,6.0,4,32,2,P3-scene2
3,layout.start,2000-01-01 06:29:46,True,True,False,1.0,2,35,2,P3-scene2
3,relationship_node.created,2000-01-01 06:30:19,False,False,False,0.0,1,41,2,P3-scene2
3,relationship_node.created,2000-01-01 06:30:26,False,False,False,0.0,1,43,2,P3-scene2
3,api.generate_image.succeeded,2000-01-01 06:31:10,False,False,False,0.0,1,45,2,P3-scene2
3,layout.start,2000-01-01 06:31:29,True,True,False,1.0,2,47,2,P3-scene2
3,relationship_node.deleted,2000-01-01 06:31:41,False,False,False,0.0,1,51,2,P3-scene2
3,api.generate_image.succeeded,2000-01-01 06:32:31,False,False,False,0.0,1,57,2,P3-scene2
3,instance.updated.graph,2000-01-01 06:32:55,False,False,False,0.0,1,58,2,P3-scene2
3,api.generate_image.succeeded,2000-01-01 06:33:22,False,False,False,0.0,1,59,2,P3-scene2
3,instance.updated.graph,2000-01-01 06:34:57,False,False,False,0.0,1,60,2,P3-scene2
3,api.generate_image.succeeded,2000-01-01 06:35:32,False,False,False,0.0,1,61,2,P3-scene2
3,scene_saved,2000-01-01 06:35:44,False,False,False,0.0,1,62,2,P3-scene2
3,instance.updated.text,2000-01-01 06:36:34,False,False,False,0.0,1,63,2,P3-scene2
3,api.generate_image.succeeded,2000-01-01 06:37:03,False,False,False,0.0,1,64,2,P3-scene2
3,layout.start,2000-01-01 06:37:24,True,True,False,8.0,4,67,2,P3-scene2
3,api.generate_image.succeeded,2000-01-01 06:37:58,False,False,False,0.0,1,68,2,P3-scene2
3,scene_saved,2000-01-01 06:38:04,False,False,False,0.0,1,69,2,P3-scene2
3,scene_saved,2000-01-01 06:38:05,False,False,False,0.0,1,70,2,P3-scene2
3,layout.start,2000-01-01 06:38:25,True,True,False,9.0,4,71,3,P3-scene3
3,instance.deleted,2000-01-01 06:38:45,False,False,False,0.0,1,72,3,P3-scene3
3,instance.updated.graph,2000-01-01 06:39:51,False,False,False,0.0,1,73,3,P3-scene3
3,instance.updated.text,2000-01-01 06:39:59,False,False,False,0.0,1,74,3,P3-scene3
3,instance.deleted,2000-01-01 06:40:06,False,False,False,0.0,1,75,3,P3-scene3
3,relationship_node.deleted,2000-01-01 06:40:34,False,False,False,0.0,1,78,3,P3-scene3
3,relationship_node.created,2000-01-01 06:40:38,False,False,False,0.0,1,79,3,P3-scene3
3,instance.created_from_text,2000-01-01 06:40:52,False,False,False,0.0,1,80,3,P3-scene3
3,instance.created_from_text,2000-01-01 06:41:35,False,False,False,0.0,1,81,3,P3-scene3
3,instance.updated.text,2000-01-01 06:42:18,False,False,False,0.0,1,83,3,P3-scene3
3,api.generate_image.succeeded,2000-01-01 06:42:48,False,False,False,0.0,1,84,3,P3-scene3
3,instance.updated.text,2000-01-01 06:43:57,False,False,False,0.0,1,85,3,P3-scene3
3,instance.deleted,2000-01-01 06:44:02,False,False,False,0.0,1,86,3,P3-scene3
3,instance.updated.graph,2000-01-01 06:45:00,False,False,False,0.0,1,87,3,P3-scene3
3,instance.updated.text,2000-01-01 06:45:10,False,False,False,0.0,1,88,3,P3-scene3
3,api.generate_image.succeeded,2000-01-01 06:45:32,False,False,False,0.0,1,89,3,P3-scene3
3,instance.updated.text,2000-01-01 06:45:50,False,False,False,0.0,1,90,3,P3-scene3
3,instance.created_from_text,2000-01-01 06:45:57,False,False,False,0.0,1,93,3,P3-scene3
3,layout.start,2000-01-01 06:46:03,True,True,False,5.0,3,94,3,P3-scene3
3,relationship_node.edited,2000-01-01 06:46:59,False,False,False,0.0,1,95,3,P3-scene3
3,api.generate_image.succeeded,2000-01-01 06:47:26,False,False,False,0.0,1,96,3,P3-scene3
3,instance.updated.text,2000-01-01 06:48:18,False,False,False,0.0,1,97,3,P3-scene3
3,api.generate_image.succeeded,2000-01-01 06:48:44,False,False,False,0.0,1,98,3,P3-scene3
3,scene_saved,2000-01-01 06:49:01,False,False,False,0.0,1,99,3,P3-scene3
3,instance.deleted,2000-01-01 06:49:25,False,False,False,0.0,1,102,4,P3-scene4
3,instance.updated.graph,2000-01-01 06:49:59,False,False,False,0.0,1,103,4,P3-scene4
3,class_deleted,2000-01-01 06:50:53,False,False,False,0.0,1,104,4,P3-scene4
3,class.deleted,2000-01-01 06:50:53,False,False,False,0.0,1,105,4,P3-scene4
3,class.created,2000-01-01 06:50:57,False,False,False,0.0,1,106,4,P3-scene4
3,instance.updated.graph,2000-01-01 06:51:48,False,False,False,0.0,1,107,4,P3-scene4
3,class_deleted,2000-01-01 06:51:52,False,False,False,0.0,1,108,4,P3-scene4
3,class.deleted,2000-01-01 06:51:52,False,False,False,0.0,1,109,4,P3-scene4
3,class.created,2000-01-01 06:51:56,False,False,False,0.0,1,110,4,P3-scene4
3,instance.created_from_class,2000-01-01 06:52:22,False,False,False,0.0,1,111,4,P3-scene4
3,instance.created_from_class,2000-01-01 06:53:04,False,False,False,0.0,1,116,4,P3-scene4
3,relationship_node.created,2000-01-01 06:53:19,False,False,False,0.0,1,122,4,P3-scene4
3,relationship_node.created,2000-01-01 06:53:33,False,False,False,0.0,1,123,4,P3-scene4
3,instance.deleted,2000-01-01 06:53:45,False,False,False,0.0,1,125,4,P3-scene4
3,api.generate_image.succeeded,2000-01-01 06:54:04,False,False,False,0.0,1,126,4,P3-scene4
3,api.generate_image.succeeded,2000-01-01 06:54:48,False,False,False,0.0,1,127,4,P3-scene4
3,relationship_node.deleted,2000-01-01 06:55:07,False,False,False,0.0,1,132,4,P3-scene4
3,relationship_node.deleted,2000-01-01 06:55:14,False,False,False,0.0,1,134,4,P3-scene4
3,api.generate_image.succeeded,2000-01-01 06:55:45,False,False,False,0.0,1,137,4,P3-scene4
3,instance.created_from_text,2000-01-01 06:55:54,False,False,False,0.0,1,138,4,P3-scene4
3,api.generate_image.succeeded,2000-01-01 06:56:38,False,False,False,0.0,1,140,4,P3-scene4
3,layout.start,2000-01-01 06:57:12,True,True,False,6.0,4,141,4,P3-scene4
3,api.generate_image.succeeded,2000-01-01 06:57:35,False,False,False,0.0,1,145,4,P3-scene4
3,scene_saved,2000-01-01 06:58:07,False,False,False,0.0,1,146,4,P3-scene4
3,instance.created_from_text,2000-01-01 07:00:09,False,False,False,0.0,1,147,5,P3-scene5
3,instance.updated.text,2000-01-01 07:00:48,False,False,False,0.0,1,148,5,P3-scene5
3,layout.start,2000-01-01 07:00:56,True,True,False,9.0,5,149,5,P3-scene5
3,instance.deleted,2000-01-01 07:01:11,False,False,False,0.0,1,151,5,P3-scene5
3,layout.start,2000-01-01 07:01:15,True,True,False,11.0,2,153,5,P3-scene5
3,relationship_node.deleted,2000-01-01 07:01:44,False,False,False,0.0,1,154,5,P3-scene5
3,relationship_node.created,2000-01-01 07:01:47,False,False,False,0.0,1,155,5,P3-scene5
3,api.generate_image.succeeded,2000-01-01 07:02:18,False,False,False,0.0,1,157,5,P3-scene5
3,layout.start,2000-01-01 07:02:37,True,True,False,29.0,3,158,5,P3-scene5
3,relationship_node.edited,2000-01-01 07:03:15,False,False,False,0.0,1,159,5,P3-scene5
