pid,system_name,label,start_event,end_event,start_time,end_time,delta_sec
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 13:55:54,2025-08-25 13:55:59,5.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 13:56:34,2025-08-25 13:56:59,25.0
P9,OOPT,Init-OOPT,class_detail_opened,api.generate_scene_graph_to_text.started,2025-08-25 13:58:06,2025-08-25 13:59:17,71.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 13:59:29,2025-08-25 14:00:24,55.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:01:45,2025-08-25 14:01:49,4.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 14:02:04,2025-08-25 14:02:17,13.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:02:21,2025-08-25 14:02:28,7.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 14:02:56,2025-08-25 14:03:02,6.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:03:12,2025-08-25 14:03:17,5.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:03:22,2025-08-25 14:03:28,6.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_scene_graph_to_text.started,2025-08-25 14:04:15,2025-08-25 14:04:21,6.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:05:46,2025-08-25 14:05:55,9.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:06:05,2025-08-25 14:06:30,25.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:06:59,2025-08-25 14:07:04,5.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:07:17,2025-08-25 14:07:21,4.0
P9,OOPT,Edit-OOPT,instance.edit.started,api.generate_text_to_graph.started,2025-08-25 14:07:31,2025-08-25 14:07:35,4.0
P9,Baseline,Edit-Baseline,baselineboard.node.add.instance,baselineboard.node.edit,2025-08-25 13:28:03,2025-08-25 13:28:27,24.0
P9,Baseline,Edit-Baseline,baselineboard.node.add.instance,baselineboard.node.edit,2025-08-25 13:30:04,2025-08-25 13:30:17,13.0
P9,Baseline,Edit-Baseline,baselineboard.node.add.instance,baselineboard.node.edit,2025-08-25 13:34:08,2025-08-25 13:35:27,79.0
P9,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 13:35:27,2025-08-25 13:36:35,68.0
P9,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 13:36:35,2025-08-25 13:37:08,33.0
P9,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 13:37:08,2025-08-25 13:38:33,85.0
P9,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 13:38:33,2025-08-25 13:38:38,5.0
P9,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 13:38:38,2025-08-25 13:38:44,6.0
P9,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 13:38:44,2025-08-25 13:39:01,17.0
P9,Baseline,Edit-Baseline,baselineboard.node.edit,baselineboard.node.edit,2025-08-25 13:39:01,2025-08-25 13:39:08,7.0
